,d3mIndex,FIPS,State,Area,RUCCode,POVALL_2016,FIPS_wikidata,State_wikidata
1334,1334,18117,IN,Orange County,6,3103,Q513092,Q1415
1335,1335,36035,NY,Fulton County,4,7878,Q115258,Q1384
1336,1336,30105,MT,Valley County,7,928,Q496764,Q1212
1337,1337,48063,TX,Camp County,6,2456,Q108837,Q1439
1338,1338,28141,MS,Tishomingo County,8,3362,Q112834,Q1494
1339,1339,20053,KS,Ellsworth County,7,545,Q376059,Q1558
1340,1340,2220,AK,Sitka Borough,7,690,N/A,Q797
1341,1341,48419,TX,Shelby County,6,5345,Q110389,Q1439
1342,1342,28065,MS,Jefferson Davis County,8,3034,Q491285,Q1494
1343,1343,48189,TX,Hale County,4,6809,Q111622,Q1439
1344,1344,20177,KS,Shawnee County,3,18931,Q374410,Q1558
1345,1345,1027,AL,Clay County,9,2495,N/A,Q173
1346,1346,19181,IA,Warren County,2,3263,Q112737,Q1546
1347,1347,19051,IA,Davis County,9,1125,Q113748,Q1546
1348,1348,48363,TX,Palo Pinto County,6,4547,Q484567,Q1439
1349,1349,13269,GA,Taylor County,8,2004,Q505299,Q1428
1350,1350,48017,TX,Bailey County,7,1165,Q107973,Q1439
1351,1351,13057,GA,Cherokee County,1,17948,Q486664,Q1428
1352,1352,56011,WY,Crook County,9,613,Q109508,Q1214
1353,1353,27059,MN,Isanti County,1,2955,Q486255,Q1527
1354,1354,46031,SD,Corson County,9,1614,Q489079,Q1211
1355,1355,28119,MS,Quitman County,6,2468,Q490266,Q1494
1356,1356,53031,WA,Jefferson County,6,3679,Q384737,Q1223
1357,1357,42109,PA,Snyder County,7,4775,Q495595,Q1400
1358,1358,29201,MO,Scott County,5,7004,Q496980,Q1581
1359,1359,13001,GA,Appling County,7,3542,Q488186,Q1428
1360,1360,32013,NV,Humboldt County,7,1982,Q495376,Q1227
1361,1361,42111,PA,Somerset County,4,9885,Q490908,Q1400
1362,1362,27113,MN,Pennington County,6,1365,Q491173,Q1527
1363,1363,28163,MS,Yazoo County,6,8053,Q486466,Q1494
1364,1364,45081,SC,Saluda County,2,3329,Q513775,Q1456
1365,1365,39027,OH,Clinton County,6,5426,Q113875,Q1397
1366,1366,29059,MO,Dallas County,2,3025,Q484734,Q1581
1367,1367,16015,ID,Boise County,2,965,Q486357,Q1221
1368,1368,6083,CA,Santa Barbara County,2,59468,N/A,Q99
1369,1369,21219,KY,Todd County,8,2457,Q502920,Q1603
1370,1370,48405,TX,San Augustine County,9,1933,Q26744,Q1439
1371,1371,1017,AL,Chambers County,6,6656,N/A,Q173
1372,1372,56035,WY,Sublette County,9,646,Q490494,Q1214
1373,1373,12003,FL,Baker County,1,4329,Q156568,Q812
1374,1374,27041,MN,Douglas County,7,3172,Q109981,Q1527
1375,1375,13093,GA,Dooly County,6,3386,Q492036,Q1428
1376,1376,29013,MO,Bates County,1,2204,Q484300,Q1581
1377,1377,4027,AZ,Yuma County,3,37850,N/A,Q816
1378,1378,29119,MO,McDonald County,2,4776,Q490033,Q1581
1379,1379,5073,AR,Lafayette County,8,1838,N/A,Q1612
1380,1380,5031,AR,Craighead County,3,16548,N/A,Q1612
1381,1381,47121,TN,Meigs County,8,2164,Q502356,Q1509
1382,1382,54019,WV,Fayette County,6,8365,Q504830,Q1371
1383,1383,24005,MD,Baltimore County,1,72978,Q488668,Q1391
1384,1384,51101,VA,King William County,1,1248,Q337204,Q1370
1385,1385,48409,TX,San Patricio County,2,10570,Q113132,Q1439
1386,1386,48073,TX,Cherokee County,6,9463,Q108842,Q1439
1387,1387,5019,AR,Clark County,7,4406,N/A,Q1612
1388,1388,49011,UT,Davis County,2,21271,Q26631,Q829
1389,1389,53015,WA,Cowlitz County,3,16863,Q156276,Q1223
1390,1390,42021,PA,Cambria County,3,20033,Q490077,Q1400
1391,1391,51678,VA,Lexington city,6,965,Q501761,Q1370
1392,1392,55079,WI,Milwaukee County,1,183511,Q502294,Q1537
1393,1393,48315,TX,Marion County,8,2250,Q112125,Q1439
1394,1394,42093,PA,Montour County,6,1966,Q495687,Q1400
1395,1395,17167,IL,Sangamon County,3,26767,Q490994,Q1204
1396,1396,51650,VA,Hampton city,1,21458,Q342043,Q1370
1397,1397,35035,NM,Otero County,4,12945,Q489756,Q1522
1398,1398,47155,TN,Sevier County,4,14386,Q501914,Q1509
1399,1399,17005,IL,Bond County,1,2031,Q109526,Q1204
1400,1400,29159,MO,Pettis County,4,6263,Q497642,Q1581
1401,1401,20013,KS,Brown County,6,1272,Q376175,Q1558
1402,1402,47089,TN,Jefferson County,3,8112,Q494768,Q1509
1403,1403,29083,MO,Henry County,6,4402,Q490378,Q1581
1404,1404,51105,VA,Lee County,8,6727,Q514008,Q1370
1405,1405,6065,CA,Riverside County,1,359774,N/A,Q99
1406,1406,18175,IN,Washington County,1,3898,Q304671,Q1415
1407,1407,36055,NY,Monroe County,1,106742,Q115104,Q1384
1408,1408,19035,IA,Cherokee County,6,1213,Q111876,Q1546
1409,1409,48161,TX,Freestone County,7,3435,Q110565,Q1439
1410,1410,45091,SC,York County,1,27264,Q384754,Q1456
1411,1411,40101,OK,Muskogee County,4,14106,Q495867,Q1649
1412,1412,46079,SD,Lake County,6,1049,Q495246,Q1211
1413,1413,49033,UT,Rich County,8,215,Q26907,Q829
1414,1414,48139,TX,Ellis County,1,16121,Q110130,Q1439
1415,1415,51049,VA,Cumberland County,1,1747,Q495116,Q1370
1416,1416,27071,MN,Koochiching County,7,1773,Q486305,Q1527
1417,1417,8067,CO,La Plata County,6,5861,N/A,Q1261
1418,1418,2060,AK,Bristol Bay Borough,9,100,N/A,Q797
1419,1419,48445,TX,Terry County,6,2532,Q113864,Q1439
1420,1420,21201,KY,Robertson County,8,514,Q503468,Q1603
1421,1421,13025,GA,Brantley County,3,3795,Q156650,Q1428
1422,1422,16077,ID,Power County,3,1188,Q491311,Q1221
1423,1423,31137,NE,Phelps County,7,827,Q496115,Q1553
1424,1424,39155,OH,Trumbull County,2,34839,Q336229,Q1397
1425,1425,39165,OH,Warren County,1,11823,Q489576,Q1397
1426,1426,13241,GA,Rabun County,9,2794,Q503546,Q1428
1427,1427,40015,OK,Caddo County,6,5877,Q491590,Q1649
1428,1428,45041,SC,Florence County,3,24811,Q505987,Q1456
1429,1429,56003,WY,Big Horn County,9,1342,Q108626,Q1214
1430,1430,51109,VA,Louisa County,1,4261,Q515166,Q1370
1431,1431,53065,WA,Stevens County,6,6284,Q483954,Q1223
1432,1432,26069,MI,Iosco County,7,4531,Q926619,Q1166
1433,1433,34033,NJ,Salem County,1,7868,Q502587,Q1408
1434,1434,37091,NC,Hertford County,7,5612,Q751202,Q1454
1435,1435,6049,CA,Modoc County,6,1571,N/A,Q99
1436,1436,18085,IN,Kosciusko County,4,7985,Q506376,Q1415
1437,1437,31083,NE,Harlan County,9,414,Q496086,Q1553
1438,1438,13293,GA,Upson County,6,5124,Q498377,Q1428
1439,1439,51033,VA,Caroline County,1,2937,Q341708,Q1370
1440,1440,20033,KS,Comanche County,9,208,Q376703,Q1558
1441,1441,12125,FL,Union County,6,2512,Q501078,Q812
1442,1442,37057,NC,Davidson County,4,25150,Q511713,Q1454
1443,1443,50015,VT,Lamoille County,8,2986,Q505405,Q16551
1444,1444,30021,MT,Dawson County,7,989,Q490762,Q1212
1445,1445,13009,GA,Baldwin County,4,10273,Q488206,Q1428
1446,1446,6035,CA,Lassen County,6,4085,N/A,Q99
1447,1447,21127,KY,Lawrence County,6,4251,Q502715,Q1603
1448,1448,17003,IL,Alexander County,7,1857,Q108851,Q1204
1449,1449,13279,GA,Toombs County,7,6266,Q376822,Q1428
1450,1450,39169,OH,Wayne County,4,13372,Q403184,Q1397
1451,1451,53007,WA,Chelan County,3,8665,Q493236,Q1223
1452,1452,13097,GA,Douglas County,1,18191,Q486325,Q1428
1453,1453,21193,KY,Perry County,7,8254,Q505387,Q1603
1454,1454,6053,CA,Monterey County,2,53898,N/A,Q99
1455,1455,13223,GA,Paulding County,1,13373,Q501140,Q1428
1456,1456,55039,WI,Fond du Lac County,3,7631,Q494912,Q1537
1457,1457,55005,WI,Barron County,6,5041,Q494916,Q1537
1458,1458,19019,IA,Buchanan County,6,2084,Q115396,Q1546
1459,1459,48187,TX,Guadalupe County,1,15051,Q26610,Q1439
1460,1460,23031,ME,York County,2,16132,Q390141,Q724
1461,1461,23029,ME,Washington County,7,5615,Q507256,Q724
1462,1462,37135,NC,Orange County,2,17049,Q507957,Q1454
1463,1463,42119,PA,Union County,4,4284,Q501248,Q1400
1464,1464,45059,SC,Laurens County,2,11753,Q508288,Q1456
1465,1465,28031,MS,Covington County,8,4531,Q486064,Q1494
1466,1466,2180,AK,Nome Census Area,7,2337,N/A,Q797
1467,1467,47117,TN,Marshall County,6,4148,Q495448,Q1509
1468,1468,45047,SC,Greenwood County,4,14687,Q502278,Q1456
1469,1469,1041,AL,Crenshaw County,8,2822,N/A,Q173
1470,1470,40057,OK,Harmon County,9,679,Q486626,Q1649
1471,1471,38093,ND,Stutsman County,7,2184,Q511498,Q1207
1472,1472,51153,VA,Prince William County,1,33308,Q183263,Q1370
1473,1473,28021,MS,Claiborne County,6,3060,Q492488,Q1494
1474,1474,39111,OH,Monroe County,8,2130,Q489591,Q1397
1475,1475,51011,VA,Appomattox County,3,2130,Q490325,Q1370
1476,1476,39109,OH,Miami County,2,9860,Q489595,Q1397
1477,1477,20183,KS,Smith County,9,507,Q376024,Q1558
1478,1478,51600,VA,Fairfax city,1,1611,Q501785,Q1370
1479,1479,20003,KS,Anderson County,6,992,Q377234,Q1558
1480,1480,21223,KY,Trimble County,1,1263,Q505398,Q1603
1481,1481,5101,AR,Newton County,9,1566,N/A,Q1612
1482,1482,46065,SD,Hughes County,7,1430,Q495629,Q1211
1483,1483,20009,KS,Barton County,7,3621,Q376096,Q1558
1484,1484,56043,WY,Washakie County,7,1060,Q112846,Q1214
1485,1485,49045,UT,Tooele County,2,5189,Q484548,Q829
1486,1486,48157,TX,Fort Bend County,1,60925,Q26895,Q1439
1487,1487,31029,NE,Chase County,9,359,Q484440,Q1553
1488,1488,48273,TX,Kleberg County,4,6871,Q26527,Q1439
1489,1489,38077,ND,Richland County,6,1558,Q126829,Q1207
1490,1490,53033,WA,King County,1,196841,Q108861,Q1223
1491,1491,28117,MS,Prentiss County,7,5868,Q497489,Q1494
1492,1492,55109,WI,St. Croix County,1,4917,Q591156,Q1537
1493,1493,13155,GA,Irwin County,7,1997,Q492057,Q1428
1494,1494,55095,WI,Polk County,6,4233,Q376102,Q1537
1495,1495,2130,AK,Ketchikan Gateway Borough,7,1245,N/A,Q797
1496,1496,55009,WI,Brown County,2,24903,Q494893,Q1537
1497,1497,21139,KY,Livingston County,9,1329,Q505411,Q1603
1498,1498,20049,KS,Elk County,8,447,Q376546,Q1558
1499,1499,31183,NE,Wheeler County,9,88,Q489610,Q1553
1500,1500,45023,SC,Chester County,6,6328,Q497377,Q1456
1501,1501,51017,VA,Bath County,9,516,Q495165,Q1370
1502,1502,12131,FL,Walton County,6,8331,Q503455,Q812
1503,1503,20131,KS,Nemaha County,8,928,Q379585,Q1558
1504,1504,37115,NC,Madison County,2,3786,Q506300,Q1454
1505,1505,39143,OH,Sandusky County,4,6750,Q485543,Q1397
1506,1506,18049,IN,Fulton County,7,2471,Q506157,Q1415
1507,1507,39123,OH,Ottawa County,2,4160,Q485596,Q1397
1508,1508,17195,IL,Whiteside County,4,6586,Q490972,Q1204
1509,1509,48337,TX,Montague County,6,3165,Q484574,Q1439
1510,1510,26137,MI,Otsego County,7,3369,Q502712,Q1166
1511,1511,9005,CT,Litchfield County,4,12952,N/A,Q779
1512,1512,6057,CA,Nevada County,4,10662,N/A,Q99
1513,1513,48209,TX,Hays County,1,24332,Q27018,Q1439
1514,1514,45037,SC,Edgefield County,2,4180,Q495096,Q1456
1515,1515,55137,WI,Waushara County,8,3263,Q500880,Q1537
1516,1516,31125,NE,Nance County,9,432,Q489716,Q1553
1517,1517,20007,KS,Barber County,9,559,Q376113,Q1558
1518,1518,42025,PA,Carbon County,2,8210,Q488698,Q1400
1519,1519,20071,KS,Greeley County,9,149,Q377131,Q1558
1520,1520,36051,NY,Livingston County,1,8072,Q487578,Q1384
1521,1521,48483,TX,Wheeler County,9,736,Q111766,Q1439
1522,1522,6021,CA,Glenn County,6,4632,N/A,Q99
1523,1523,39015,OH,Brown County,1,7196,Q111575,Q1397
1524,1524,42009,PA,Bedford County,6,6550,Q494174,Q1400
1525,1525,26081,MI,Kent County,2,76343,Q82499,Q1166
1526,1526,13207,GA,Monroe County,3,3197,Q493024,Q1428
1527,1527,20067,KS,Grant County,7,909,Q375803,Q1558
1528,1528,48407,TX,San Jacinto County,1,4876,Q111744,Q1439
1529,1529,8075,CO,Logan County,7,3056,N/A,Q1261
1530,1530,21003,KY,Allen County,6,3790,Q486067,Q1603
1531,1531,30043,MT,Jefferson County,9,1032,Q496737,Q1212
1532,1532,26041,MI,Delta County,5,5107,Q491857,Q1166
1533,1533,35028,NM,Los Alamos County,6,720,Q484296,Q1522
1534,1534,16053,ID,Jerome County,7,3644,Q494536,Q1221
1535,1535,28081,MS,Lee County,5,14332,Q491267,Q1494
1536,1536,21013,KY,Bell County,7,10096,Q491941,Q1603
1537,1537,29163,MO,Pike County,6,2907,Q489877,Q1581
1538,1538,29155,MO,Pemiscot County,7,5198,Q497602,Q1581
1539,1539,16081,ID,Teton County,9,1057,Q491068,Q1221
1540,1540,55063,WI,La Crosse County,3,14977,Q500871,Q1537
1541,1541,32015,NV,Lander County,7,674,Q495349,Q1227
1542,1542,56031,WY,Platte County,7,1031,Q490512,Q1214
1543,1543,27083,MN,Lyon County,7,3167,Q491152,Q1527
1544,1544,21041,KY,Carroll County,6,2152,Q491899,Q1603
1545,1545,17171,IL,Scott County,9,575,Q513010,Q1204
1546,1546,46057,SD,Hamlin County,9,557,Q495223,Q1211
1547,1547,19145,IA,Page County,7,2046,Q240621,Q1546
1548,1548,13133,GA,Greene County,6,3067,Q486765,Q1428
1549,1549,29203,MO,Shannon County,9,2133,Q497628,Q1581
1550,1550,37109,NC,Lincoln County,4,10179,Q507757,Q1454
1551,1551,35007,NM,Colfax County,7,2525,Q111979,Q1522
1552,1552,46029,SD,Codington County,7,3264,Q489075,Q1211
1553,1553,50001,VT,Addison County,6,3318,Q353108,Q16551
1554,1554,47149,TN,Rutherford County,1,31097,Q502348,Q1509
1555,1555,55081,WI,Monroe County,6,5384,Q932966,Q1537
1556,1556,53063,WA,Spokane County,2,64514,Q485276,Q1223
1557,1557,48179,TX,Gray County,6,4001,Q109312,Q1439
1558,1558,26045,MI,Eaton County,2,12005,Q490813,Q1166
1559,1559,8109,CO,Saguache County,9,1757,N/A,Q1261
1560,1560,29141,MO,Morgan County,8,3885,Q484672,Q1581
1561,1561,16087,ID,Washington County,6,1517,Q486040,Q1221
1562,1562,26113,MI,Missaukee County,9,2198,Q502729,Q1166
1563,1563,29209,MO,Stone County,8,3960,Q496453,Q1581
1564,1564,38073,ND,Ransom County,8,421,Q511461,Q1207
1565,1565,42089,PA,Monroe County,4,19303,Q495588,Q1400
1566,1566,29217,MO,Vernon County,7,3498,Q496440,Q1581
1567,1567,55083,WI,Oconto County,2,3364,Q490477,Q1537
1568,1568,28045,MS,Hancock County,3,7976,Q485441,Q1494
1569,1569,13089,GA,DeKalb County,1,127476,Q486398,Q1428
1570,1570,13309,GA,Wheeler County,9,2111,Q498332,Q1428
1571,1571,21135,KY,Lewis County,8,3545,Q498072,Q1603
1572,1572,46039,SD,Deuel County,9,411,Q489265,Q1211
1573,1573,48211,TX,Hemphill County,9,406,Q112078,Q1439
1574,1574,29215,MO,Texas County,9,7130,Q477870,Q1581
1575,1575,5053,AR,Grant County,2,2062,N/A,Q1612
1576,1576,38099,ND,Walsh County,6,1176,Q28286,Q1207
1577,1577,45073,SC,Oconee County,6,11021,Q513833,Q1456
1578,1578,13081,GA,Crisp County,6,6751,Q156486,Q1428
1579,1579,49025,UT,Kane County,6,745,Q26628,Q829
1580,1580,40027,OK,Cleveland County,1,33109,Q484603,Q1649
1581,1581,36015,NY,Chemung County,3,12390,Q854630,Q1384
1582,1582,27121,MN,Pope County,8,991,Q486301,Q1527
1583,1583,16023,ID,Butte County,8,451,Q111298,Q1221
1584,1584,46037,SD,Day County,9,759,Q178341,Q1211
1585,1585,31005,NE,Arthur County,9,56,Q485058,Q1553
1586,1586,50009,VT,Essex County,9,966,Q509826,Q16551
1587,1587,16051,ID,Jefferson County,3,2875,Q494526,Q1221
1588,1588,12077,FL,Liberty County,8,1468,Q255943,Q812
1589,1589,4001,AZ,Apache County,6,23966,N/A,Q816
1590,1590,41047,OR,Marion County,2,44581,Q484408,Q824
1591,1591,48271,TX,Kinney County,9,652,Q110983,Q1439
1592,1592,22127,LA,Winn Parish,6,3080,Q1139833,Q1588
1593,1593,31011,NE,Boone County,9,525,Q113151,Q1553
1594,1594,26121,MI,Muskegon County,3,31393,Q63719,Q1166
1595,1595,46023,SD,Charles Mix County,9,1951,Q489159,Q1211
1596,1596,30073,MT,Pondera County,7,1083,Q496708,Q1212
1597,1597,30029,MT,Flathead County,5,11897,Q496607,Q1212
1598,1598,29510,MO,St. Louis city,1,73250,Q38022,Q1581
1599,1599,36079,NY,Putnam County,1,5844,Q115266,Q1384
1600,1600,18013,IN,Brown County,1,1613,Q499551,Q1415
1601,1601,48215,TX,Hidalgo County,2,262028,Q26519,Q1439
1602,1602,12069,FL,Lake County,1,39212,Q501029,Q812
1603,1603,31177,NE,Washington County,2,1405,Q495979,Q1553
1604,1604,47071,TN,Hardin County,6,5438,Q302165,Q1509
1605,1605,48057,TX,Calhoun County,3,3420,Q26605,Q1439
1606,1606,42073,PA,Lawrence County,4,11672,Q501256,Q1400
1607,1607,22061,LA,Lincoln Parish,4,12959,Q120080,Q1588
1608,1608,39133,OH,Portage County,2,20743,Q336337,Q1397
1609,1609,30039,MT,Granite County,8,438,Q496622,Q1212
1610,1610,53037,WA,Kittitas County,6,7724,Q111540,Q1223
1611,1611,53005,WA,Benton County,3,20153,Q156216,Q1223
1612,1612,27063,MN,Jackson County,7,858,Q486215,Q1527
1613,1613,48181,TX,Grayson County,3,16550,Q109457,Q1439
1614,1614,13145,GA,Harris County,2,2883,Q486133,Q1428
1615,1615,20063,KS,Gove County,9,264,Q376004,Q1558
1616,1616,24027,MD,Howard County,1,16536,Q398939,Q1391
1617,1617,26099,MI,Macomb County,1,94224,Q133857,Q1166
1618,1618,39029,OH,Columbiana County,4,17130,Q421960,Q1397
1619,1619,1075,AL,Lamar County,9,2545,N/A,Q173
1620,1620,20185,KS,Stafford County,9,547,Q374908,Q1558
1621,1621,51177,VA,Spotsylvania County,1,9648,Q506202,Q1370
1622,1622,20203,KS,Wichita County,9,244,Q374200,Q1558
1623,1623,38031,ND,Foster County,9,287,Q48931,Q1207
1624,1624,39147,OH,Seneca County,4,6782,Q485553,Q1397
1625,1625,28047,MS,Harrison County,3,40472,Q485434,Q1494
1626,1626,26119,MI,Montmorency County,9,1535,Q502543,Q1166
1627,1627,39045,OH,Fairfield County,1,14445,Q490157,Q1397
1628,1628,1079,AL,Lawrence County,3,5530,N/A,Q173
1629,1629,29019,MO,Boone County,3,27774,Q484620,Q1581
1630,1630,37187,NC,Washington County,7,3147,Q507587,Q1454
1631,1631,5127,AR,Scott County,6,1991,N/A,Q1612
1632,1632,27095,MN,Mille Lacs County,6,3047,Q491214,Q1527
1633,1633,18093,IN,Lawrence County,4,6139,Q512732,Q1415
1634,1634,31157,NE,Scotts Bluff County,5,5645,Q495990,Q1553
1635,1635,51025,VA,Brunswick County,6,3275,Q494180,Q1370
1636,1636,29175,MO,Randolph County,6,3616,Q489625,Q1581
1637,1637,39069,OH,Henry County,6,2258,Q113220,Q1397
1638,1638,17091,IL,Kankakee County,3,14958,Q494485,Q1204
1639,1639,49003,UT,Box Elder County,4,5008,Q109641,Q829
1640,1640,39087,OH,Lawrence County,2,10771,Q485615,Q1397
1641,1641,30097,MT,Sweet Grass County,9,351,Q496616,Q1212
1642,1642,26131,MI,Ontonagon County,9,925,Q45438,Q1166
1643,1643,47053,TN,Gibson County,4,8157,Q502442,Q1509
1644,1644,27145,MN,Stearns County,3,17429,Q491148,Q1527
1645,1645,16069,ID,Nez Perce County,3,5861,Q494569,Q1221
1646,1646,12029,FL,Dixie County,6,3697,Q488805,Q812
1647,1647,48171,TX,Gillespie County,7,2563,Q27024,Q1439
1648,1648,20021,KS,Cherokee County,6,3148,Q376640,Q1558
1649,1649,55123,WI,Vernon County,6,5019,Q501587,Q1537
1650,1650,18179,IN,Wells County,2,2663,Q503478,Q1415
1651,1651,5107,AR,Phillips County,7,6042,N/A,Q1612
1652,1652,31145,NE,Red Willow County,7,1100,Q490678,Q1553
1653,1653,54063,WV,Monroe County,8,2295,Q488769,Q1371
1654,1654,55087,WI,Outagamie County,3,14548,Q510244,Q1537
1655,1655,1123,AL,Tallapoosa County,6,8111,N/A,Q173
1656,1656,19133,IA,Monona County,6,1111,Q485478,Q1546
1657,1657,41063,OR,Wallowa County,9,1000,Q495382,Q824
1658,1658,54075,WV,Pocahontas County,9,1495,Q501312,Q1371
1659,1659,34037,NJ,Sussex County,1,8460,Q495998,Q1408
1660,1660,30009,MT,Carbon County,3,1071,Q192992,Q1212
1661,1661,21113,KY,Jessamine County,2,8014,Q491108,Q1603
1662,1662,49007,UT,Carbon County,7,3013,Q156467,Q829
1663,1663,29135,MO,Moniteau County,3,1696,Q489986,Q1581
1664,1664,39107,OH,Mercer County,7,3308,Q485549,Q1397
1665,1665,54069,WV,Ohio County,3,6361,Q847676,Q1371
1666,1666,21167,KY,Mercer County,6,3088,Q500711,Q1603
1667,1667,1107,AL,Pickens County,8,4756,N/A,Q173
1668,1668,51065,VA,Fluvanna County,3,1867,Q502014,Q1370
1669,1669,8037,CO,Eagle County,5,4239,N/A,Q1261
1670,1670,13251,GA,Screven County,6,3744,Q503511,Q1428
1671,1671,18123,IN,Perry County,6,2612,Q512799,Q1415
1672,1672,39163,OH,Vinton County,9,2661,Q489942,Q1397
1673,1673,6073,CA,San Diego County,1,400028,N/A,Q99
1674,1674,19083,IA,Hardin County,6,1807,Q485484,Q1546
1675,1675,31085,NE,Hayes County,9,150,Q489690,Q1553
1676,1676,56041,WY,Uinta County,7,2183,Q483973,Q1214
1677,1677,46059,SD,Hand County,9,295,Q495625,Q1211
1678,1678,27163,MN,Washington County,1,11304,Q485408,Q1527
1679,1679,48207,TX,Haskell County,6,1258,Q112768,Q1439
1680,1680,26083,MI,Keweenaw County,9,269,Q497737,Q1166
1681,1681,48129,TX,Donley County,8,593,Q109451,Q1439
1682,1682,37025,NC,Cabarrus County,1,21980,Q176307,Q1454
1683,1683,30013,MT,Cascade County,3,11333,Q193167,Q1212
1684,1684,40049,OK,Garvin County,6,4791,Q484616,Q1649
1685,1685,30031,MT,Gallatin County,5,11526,Q387978,Q1212
1686,1686,35055,NM,Taos County,7,7354,Q484991,Q1522
1687,1687,18161,IN,Union County,8,912,Q507308,Q1415
1688,1688,51700,VA,Newport News city,1,25395,Q335017,Q1370
1689,1689,37127,NC,Nash County,3,15151,Q506235,Q1454
1690,1690,50021,VT,Rutland County,5,7591,Q513878,Q16551
1691,1691,21197,KY,Powell County,6,3185,Q491116,Q1603
1692,1692,37041,NC,Chowan County,7,2665,Q943772,Q1454
1693,1693,48489,TX,Willacy County,6,7076,Q114503,Q1439
1694,1694,27035,MN,Crow Wing County,5,6975,Q113333,Q1527
1695,1695,41041,OR,Lincoln County,4,9289,Q302852,Q824
1696,1696,31167,NE,Stanton County,9,449,Q495985,Q1553
1697,1697,55105,WI,Rock County,3,20393,Q500939,Q1537
1698,1698,36007,NY,Broome County,2,30417,Q47894,Q1384
1699,1699,28017,MS,Chickasaw County,7,3715,Q156445,Q1494
1700,1700,36081,NY,Queens County,1,307866,Q18424,Q1384
1701,1701,40139,OK,Texas County,7,2861,Q485017,Q1649
1702,1702,42115,PA,Susquehanna County,6,5117,Q495603,Q1400
1703,1703,22113,LA,Vermilion Parish,4,11669,Q507609,Q1588
1704,1704,20163,KS,Rooks County,9,592,Q379665,Q1558
1705,1705,54095,WV,Tyler County,6,1431,Q511069,Q1371
1706,1706,51149,VA,Prince George County,1,3176,Q337776,Q1370
1707,1707,13033,GA,Burke County,2,5986,Q211360,Q1428
1708,1708,16079,ID,Shoshone County,6,2319,Q494518,Q1221
1709,1709,20133,KS,Neosho County,7,2552,Q375996,Q1558
1710,1710,18027,IN,Daviess County,7,4609,Q220005,Q1415
1711,1711,13101,GA,Echols County,3,913,Q493029,Q1428
1712,1712,31081,NE,Hamilton County,7,697,Q489668,Q1553
1713,1713,8105,CO,Rio Grande County,7,1972,N/A,Q1261
1714,1714,5079,AR,Lincoln County,3,2726,N/A,Q1612
1715,1715,12017,FL,Citrus County,4,23472,Q488821,Q812
1716,1716,48387,TX,Red River County,6,2057,Q484570,Q1439
1717,1717,41019,OR,Douglas County,4,16692,Q484395,Q824
1718,1718,22117,LA,Washington Parish,6,12371,Q506907,Q1588
1719,1719,28115,MS,Pontotoc County,7,5725,Q490259,Q1494
1720,1720,1005,AL,Barbour County,6,6787,N/A,Q173
1721,1721,31129,NE,Nuckolls County,9,525,Q496146,Q1553
1722,1722,16063,ID,Lincoln County,9,665,Q486994,Q1221
1723,1723,46111,SD,Sanborn County,9,268,Q495229,Q1211
1724,1724,12051,FL,Hendry County,4,9712,Q488488,Q812
1725,1725,37179,NC,Union County,1,20266,Q508247,Q1454
1726,1726,48039,TX,Brazoria County,1,34053,Q27034,Q1439
1727,1727,20087,KS,Jefferson County,3,1765,Q257334,Q1558
1728,1728,8051,CO,Gunnison County,7,2128,N/A,Q1261
1729,1729,12123,FL,Taylor County,6,4291,Q503064,Q812
1730,1730,47069,TN,Hardeman County,6,5443,Q502437,Q1509
1731,1731,28137,MS,Tate County,1,4648,Q486526,Q1494
1732,1732,8063,CO,Kit Carson County,7,1023,N/A,Q1261
1733,1733,18011,IN,Boone County,1,4481,Q499547,Q1415
1734,1734,55133,WI,Waukesha County,1,20315,Q370654,Q1537
1735,1735,8011,CO,Bent County,7,1358,N/A,Q1261
1736,1736,51800,VA,Suffolk city,1,10303,Q342428,Q1370
1737,1737,13191,GA,McIntosh County,3,2847,Q492652,Q1428
1738,1738,36111,NY,Ulster County,3,23815,Q56152,Q1384
1739,1739,41021,OR,Gilliam County,9,223,Q484685,Q824
1740,1740,39019,OH,Carroll County,2,3475,Q421970,Q1397
1741,1741,45057,SC,Lancaster County,4,11381,Q495090,Q1456
1742,1742,48279,TX,Lamb County,6,2803,Q112781,Q1439
1743,1743,51540,VA,Charlottesville city,3,10235,Q123766,Q1370
1744,1744,55089,WI,Ozaukee County,1,4626,Q505874,Q1537
1745,1745,22115,LA,Vernon Parish,4,7191,Q507063,Q1588
1746,1746,42077,PA,Lehigh County,2,48796,Q494117,Q1400
1747,1747,8021,CO,Conejos County,9,1836,N/A,Q1261
1748,1748,13065,GA,Clinch County,6,1752,Q486167,Q1428
1749,1749,16001,ID,Ada County,2,46600,Q109820,Q1221
1750,1750,24015,MD,Cecil County,1,10099,Q385365,Q1391
1751,1751,18095,IN,Madison County,3,21548,Q506557,Q1415
1752,1752,9015,CT,Windham County,4,13297,N/A,Q779
1753,1753,36099,NY,Seneca County,6,4322,Q71136,Q1384
1754,1754,20023,KS,Cheyenne County,9,292,Q376483,Q1558
1755,1755,22049,LA,Jackson Parish,6,3122,Q505392,Q1588
1756,1756,28109,MS,Pearl River County,6,10031,Q485392,Q1494
1757,1757,54105,WV,Wirt County,3,1049,Q501555,Q1371
1758,1758,1031,AL,Coffee County,6,7271,N/A,Q173
